User Name,Review,Rating,Date of Review,Review Id,reviewCreatedVersion
Googlen käyttäjä,I tried the coordinates and they were 40km in the wrong place,5,08-01-2017,adcf0337-fd9e-4588-a540-5c57fbfbfe37,1.1.145
Googlen käyttäjä,"If you get lost somewhere in the forest and you don't know where you are. So some guy can locate the place where you are and so on. (Can't explain) My boyfriend keeps saying to me ""download this!! Do you know what this does??"" I'm just ""yeah, I'll go to the fire department, right 😅""...",1,08-01-2017,d1ccd3f4-af15-4e15-9d00-86988af3583c,1.1.145
Googlen käyttäjä,"It covers my own number on the lock screen thing, so if you don't know it, you just write your lock on the screen 112 and it will call 112",5,06-01-2017,f088c76f-cce4-4300-8acf-cb1cf00a2d37,1.1.145
Googlen käyttäjä,Really worthwhile for everyone,5,03-01-2017,354ddfb0-6645-457c-bd44-9d177ab771ff,1.1.145
Googlen käyttäjä, Good job,5,02-01-2017,5b820a87-05c4-4514-b71e-7d1f03403781,1.1.145
Googlen käyttäjä,"You don't always know exactly where it is, so help will arrive.",5,28-12-2016,896f1bb4-96e8-46e7-bae3-b7028e16625f,1.1.145
Googlen käyttäjä,"I hope you don't have to use it, but it's good to have it.",5,22-12-2016,ec64e5a7-1207-4dc9-9933-d73db023b2b8,1.1.145
Googlen käyttäjä,Very good and practical.,5,22-12-2016,d713916c-b383-4d43-9a6a-d95750ba77ca,1.1.145
Googlen käyttäjä,"Everyone should have this. Also on a tablet, even if it doesn't have a sim card. Suggestions for improvement, which is probably impossible to implement. The program would open even before logging into the phone. If you call the 112 number.",4,22-12-2016,6e78a2c6-dc8e-4f90-95fe-17acebb43173,1.1.145
Googlen käyttäjä,"First of all, the app uses the SIM card when calling, i.e. a device where the mobile band alone does not work. This should be stated CLEARLY when installing the app so that there is no other kind of emergency when using it in an emergency. This is of course a margin error, but it is easy to add text about this in the description. Secondly, you can't send a picture or video of what's happening at the venue through the app, and this would be the real power of the app.",5,22-12-2016,3cae412d-e061-42da-9e81-50f62c6d27b4,1.1.145
Googlen käyttäjä,Useful,3,21-12-2016,e5078096-f1f5-4e95-b199-a61c33fb423a,1.1.145
Googlen käyttäjä,"1) Automatic positioning is important. 2) A video call or picture message option could be added to the application and the emergency center, so that, for example, the police can get a picture of the suspects or the rescue service of the damage that has occurred. Did not work! In an emergency, it took a few minutes before I figured out how to call 112 in the traditional way. I've uninstalled the app.",5,14-12-2016,2b1778a8-6a3b-4fc1-9606-899c203fba78,1.1.145
Googlen käyttäjä,I'm sure this will help =/,5,13-12-2016,f3cd56f0-830e-46d1-a285-743e30568652,1.1.145
Googlen käyttäjä,good,2,12-12-2016,51deb96e-6ab3-41b0-8800-09e6ace4d667,1.1.145
Googlen käyttäjä,Worth installing,1,10-12-2016,df69ee0c-52e7-44ea-a8e5-7df7227c5ae3,1.1.145
Googlen käyttäjä,The app is absolutely amazing!,5,05-12-2016,d3548304-36e1-46f6-a0d1-932b74ebca0d,1.1.145
Googlen käyttäjä,It helps a lot of people in need,5,04-12-2016,2f999271-44c0-4f2c-b879-f9fe13cbca87,1.1.145
Googlen käyttäjä,This should definitely add some functions. 1. Ice contact list. 2. To the lock screen. 3. Automatically start positioning and internet. Then this could already save lives.,5,04-12-2016,7acb56c2-4149-41e2-80d4-baae7dfca685,1.1.145
Googlen käyttäjä,"Good on the highway or on a forest trip, when you don't need to know your location! (:",5,03-12-2016,09250f14-6cd8-4874-8407-04b2b2183216,1.1.145
Googlen käyttäjä,"I couldn't download it, it took 5 hours, which could be the cause of the error",5,29-11-2016,be759a12-96c7-4037-91a8-52c6c55b7ebd,1.1.145
Googlen käyttäjä,"It can't find itself, so the coordinates are displayed.",3,26-11-2016,421e2a6d-51f6-40e7-a3ee-f201f8bc6f8f,1.1.145
Googlen käyttäjä,"You can't count on that, it crashes immediately.",5,20-11-2016,4d85cd45-fbb7-41e6-a562-b50bf256e09b,1.1.145
Googlen käyttäjä,"Very good, luckily I haven't needed it. thanks",1,19-11-2016,75822d87-c35b-48c5-b4dc-c658e3b1890a,1.1.145
Googlen käyttäjä,Really good,1,12-11-2016,07113db8-0f30-47e3-a612-9882a6b04a09,1.1.145
Googlen käyttäjä,Why (most of the comments I read say that) does it require internet??? Is it possible without the internet?,1,07-11-2016,33455097-56ee-4122-945f-06b8f36fd71a,1.1.145
Googlen käyttäjä,I'm wondering if this app needs a constant internet connection to work. We muks don't have internet on our phones other than WiFi at home. It would be a really good application for children to have on their mobile phone when they are hiking in the woods.,5,04-11-2016,2d435904-2af6-4033-9dcc-88477455cfb6,1.1.145
Googlen käyttäjä,Works on Android! but why isn't this app available in the Windows phone store?,5,03-11-2016,a3dadc9c-a2d1-4bb7-b7f6-28bc91615263,1.1.145
Googlen käyttäjä,"Almost every phone has a Lock screen, which makes it difficult/slow down considerably in case of an emergency to launch the app. If you need to call a friend's handset and you don't know the lock code, you can't use the application. It would be good if the application could somehow be connected to the lock screen, to be used without the need to remove the lock.",2,01-11-2016,33badf47-d749-4b56-bd00-9240698c5a73,1.1.145
Googlen käyttäjä,Iha ok,5,01-11-2016,e77b1fd9-0d0b-47a7-8aba-d628ce01a5dd,1.1.145
Googlen käyttäjä,The best!,5,24-10-2016,7a1a14ce-41ac-4db6-b2c6-757190bf8d39,1.1.145
Googlen käyttäjä,Jfj,3,21-10-2016,3c490c2d-0d26-4f3b-bc30-8a7cde4bedb3,1.1.145
Googlen käyttäjä,"About a year old Honor 6 and a system update = the program does not locate anymore. Android doesn't give any error, but can still tell that this software was made for an older phone version. Is there an update to be expected?",4,21-10-2016,90641079-f4a8-4e1c-bf02-a43fe69f38bd,1.1.145
Googlen käyttäjä,Very good. Definitely worth putting it on.🌟🌟🌟🌟🌟,4,17-10-2016,b615760c-5f2b-49d4-838d-d3cf2be35395,1.1.145
Googlen käyttäjä,"Your logo looks similar to the Finnish calendar's logo. The same colors, in both dark blue and white divided into horizontal parts, in both the word Finland, in both ones and twos. I have accidentally pressed 112 on the alarm when the intention was to select the Finnish calendar. I panicked and didn't stay to read any of the texts on the screen, instead I tried to turn off the application without success right away. I turned off the phone, but it also turned off painfully slowly. Maybe didn't call right away",5,16-10-2016,44e4bfb4-7948-4133-bcfe-1ae143c5afce,1.1.145
Googlen käyttäjä,Really useful app.,2,15-10-2016,ba8ef7e0-5568-4b4e-8702-c7d327c878b9,1.1.145
Googlen käyttäjä,"Snow/rain/snowstorm make tourists get lost in strange terrains. In the case of Jika, you have to rely on a local terrain expert. Reindeer/wilderness must be used for possible search jobs",4,09-10-2016,dd02a42d-9eee-4746-9e8f-23d2f81707b6,1.1.145
Googlen käyttäjä,"A really necessary application, I have experience.",3,08-10-2016,11abede2-efd0-45fb-b159-4b815d5e5135,1.1.145
Googlen käyttäjä,Now I can find a little good,5,06-10-2016,447c22a4-6dc2-4ac9-ae79-9f9f92141ae8,1.1.145
Googlen käyttäjä,"I have a J5, so when you press 112 on it, it doesn't ring right away, but it asks which application you use to finish the job. (So ​​let's call)",4,03-10-2016,11b52335-47e8-4858-957c-a343a4d28026,1.1.145
Googlen käyttäjä,Because I couldn't find it in case of emergency.,5,30-09-2016,e17a8747-7476-4aa4-9e30-9cb9167bfefb,1.1.145
Googlen käyttäjä,Absolutely great,5,23-09-2016,9786a57d-3a89-423d-a8d0-a19d53880ef6,1.1.145
Googlen käyttäjä,Slow program. Doesn't work until you turn on location. Takes up a lot of space on your phone. Why don't you turn on the location yourself when opening? Even pokemon go can do it I heard. Useless app if it takes a lot of time to get it working in an emergency.,5,21-09-2016,89f8e396-b3b4-4207-9070-aa175cd7dac9,1.1.145
Googlen käyttäjä,Pig safe,4,21-09-2016,36ff1547-81e5-477a-8452-78b2e8588302,1.1.145
Googlen käyttäjä,"I haven't tried it myself yet, but I think the app is good.",5,19-09-2016,cb0df2f9-86da-43af-b050-3e77fffeb334,1.1.145
Googlen käyttäjä,A handy app that I also hope is the most useless thing on my phone.,1,19-09-2016,d7ad6193-a5cd-4b11-ab8d-6b7c21d2257d,1.1.145
Googlen käyttäjä,"Really good app, because you never know when to call It's worth downloading!",5,18-09-2016,4e46cbff-8ab4-414f-91cb-4b99b69d7634,1.1.145
Googlen käyttäjä,"If someone, for example, falls, hits their head and passes out, this is always useful! could be developed so that the gps would automatically turn on when calling the 112 number with the application...",5,15-09-2016,1b649cba-0905-4d26-a3e0-f89278004590,1.1.145
Googlen käyttäjä,brilliant,5,13-09-2016,98e78a8a-6b2b-4bf0-8d0b-043e06b24c7e,1.1.145
Googlen käyttäjä,"I hope this will be useful in real situations for many. Now all the parents, this app for the children's phones if they happen to get lost!",5,08-09-2016,bbde7857-0669-4492-9059-10f1c39b85d4,1.1.145
Googlen käyttäjä,Really important and useful app,5,07-09-2016,139adc2d-47c3-4fc4-a0f1-0d253c9a2453,1.1.145
Googlen käyttäjä,Safety is always a good thing,4,05-09-2016,ffb5bced-5267-420a-8e83-d7ac7c3f2071,1.1.145
Googlen käyttäjä,Just OK,5,03-09-2016,6de1873b-5a6e-4fe8-9295-aa90fede7c1a,1.1.145
Googlen käyttäjä,Really nice,5,03-09-2016,e1f52b4d-3cf5-4746-97a2-e6d52f542c2e,1.1.145
Googlen käyttäjä,Gets quick and accurate help to those in need. ☺,5,01-09-2016,97d015ab-f85f-4848-897b-c858508dbb0d,1.1.145
Googlen käyttäjä,"If you accidentally open the application and try to turn it off, the whole phone freezes and you have to turn off the power to be able to continue using the phone, e.g. call another number. Android is confusing, it considers the touch on the screen to be pressing a different point than it actually is.",5,01-09-2016,3e4187a8-fc6b-4d40-84cb-6c34f50efb7b,1.1.145
Googlen käyttäjä,"When you open the application, it first asks for your phone number. If you have a new number, a prepaid or a friend's phone, and you don't remember or know the number, you may not get help through this, unless you manage to press the ready button, even if you didn't enter the number. In addition, copying a number from the clipboard is not possible. Big cons of these.",3,31-08-2016,8aab05df-7bef-4f21-9026-1823e54053e4,1.1.145
Googlen käyttäjä,"5/5 customer service, I got the pizzas ordered",5,30-08-2016,64223f51-9740-4d33-b264-547c34a6b6e1,1.1.145
Googlen käyttäjä,It works,4,27-08-2016,98a90afb-a9df-4049-9d85-3a9160c58688,1.1.145
Googlen käyttäjä,Wow...awesome application,4,24-08-2016,c3c8dedd-97ff-498c-a922-cf33d530a04f,1.1.145
Googlen käyttäjä,"For some reason it installs all the time, but still doesn't install at all. The installation was successful after all (there were just too many updates in the queue). It's a really good and useful program, I've had to use it a couple of times and it's helped a lot because I'm terrible at explaining locations",3,23-08-2016,c3d74465-24c1-4fb4-93c3-97550b00a0e3,1.1.145
Googlen käyttäjä,"In practice it just didn't work, the emergency center couldn't find the location.",5,23-08-2016,eec5caec-08d6-4eb1-8ab5-ae5724086410,1.1.145
Googlen käyttäjä,"The title says it. What would it be? Otherwise very good, but a bit ugly.",4,22-08-2016,9eb5f75f-ab6c-44cf-9b02-fca6546d83ce,1.1.145
Googlen käyttäjä,It's really quite competent.You're not always sure of the location when you're on the road.,5,22-08-2016,db29da95-0857-4ebe-886b-cb780c9f08c8,1.1.145
Googlen käyttäjä,Easy to use,5,21-08-2016,46661608-5017-4d28-abf6-66c04f4e737e,1.1.145
Googlen käyttäjä,Important app,1,12-08-2016,dd6a3d98-01e7-41a1-b0b7-36ace05d2c76,1.1.145
Googlen käyttäjä,Good idea!,4,10-08-2016,4ce58c08-95c5-4bf5-826d-6fb21aaff7f9,1.1.145
Googlen käyttäjä,👍,5,07-08-2016,35a96e44-de95-4e97-a4b0-faf665647544,1.1.145
Googlen käyttäjä,Works well,5,06-08-2016,94cd6eb3-8c24-4b23-8f93-487b8d5755a1,1.1.145
Googlen käyttäjä,Doesn't send any information to Häke. Called three times and had to tell the location information myself.,5,06-08-2016,2345a91b-a8a1-4261-937f-83aa50a20fc1,1.1.145
Googlen käyttäjä,It's good when moving on a boat if something happens,4,03-08-2016,b0562900-bff6-4b00-b0c6-e2522fc31524,1.1.145
Googlen käyttäjä,This app can save you,5,30-07-2016,279bc2b3-b53e-404c-a9a2-bbf8303d880b,1.1.145
Googlen käyttäjä,Very good app. I had to use it once and it's very good that I didn't have to specify the address separately when it was displayed while calling. It's just scary to press the call 112 button when it's so hard. And even if you could get a practice simulation in the application where you could practice playing.,5,16-07-2016,07aa66b1-18d2-4d27-8956-2e3edac6afe8,1.1.145
Googlen käyttäjä,"Good idea, but unfortunate implementation",1,14-07-2016,d8e96124-6e9b-4be3-9268-151920d550e5,1.1.145
Googlen käyttäjä,"I downloaded it myself, but it somehow left my phone and now I have no more storage space, nor the application, otherwise it's really nice.",5,14-07-2016,e0b1daa4-502f-437b-8298-a7d3e50176f6,1.1.145
Googlen käyttäjä,Really practical and speeding up application :),5,14-07-2016,96cff25e-c8f1-4d66-b480-0a674ac60a9f,1.1.145
Googlen käyttäjä,Really good,5,04-07-2016,8777041d-4e12-4661-ac7a-0cbaf08e81a9,1.1.145
Googlen käyttäjä,Tried in a real situation and worked great,4,04-07-2016,4ec31b56-5a9e-4dbe-b273-faa62a94030b,1.1.145
Googlen käyttäjä,Will come to the rescue and played it for sure,2,26-06-2016,ae0215a5-5b46-44d4-9738-7156cd77fcef,1.1.145
Googlen käyttäjä,"The best thing for a long time, this should become mandatory for e.g. children's phones.",5,26-06-2016,36fd6cbf-c704-43c1-acac-c52c3e22f79a,1.1.145
Googlen käyttäjä,08-Oct,5,21-06-2016,f7e600d9-41e4-4e6e-9dd2-6641953139a5,1.1.145
Googlen käyttäjä,"In my opinion, everyone should have this application. Because if you find yourself in an emergency, this application gives the coordinates directly to the emergency center. Good!",5,20-06-2016,74a4f0a9-1cc9-4a6a-9338-a5c13f04d700,1.1.145
Googlen käyttäjä,Jas,5,19-06-2016,97229ae3-9ffb-4318-a2fb-9ac009edb7e0,1.1.145
Googlen käyttäjä,Good job,5,17-06-2016,c8921b0a-e201-4106-aab1-bfa24d9a7f6b,1.1.145
Googlen käyttäjä,I wish I could send a snapshot,5,13-06-2016,3a204a3f-7b57-4bd5-ac63-ddbea3e41435,1.1.145
Googlen käyttäjä,This is a really good idea!! The creator might save lives!,4,08-06-2016,e97988a5-27f2-4d9b-9068-8b9f0be84814,1.1.145
Googlen käyttäjä,Chat program Telegram with all my messages only takes a little more than this one-button app...,5,05-06-2016,16b975cc-7ba1-4bcc-b9c6-b9527adc737b,1.1.145
Googlen käyttäjä,Who needs an emergency number,5,04-06-2016,aaa7bf88-5c07-4d63-b08d-b9a71823fc0b,1.1.145
Googlen käyttäjä,Yes!,5,04-06-2016,55e99d2f-b7fd-4ab6-a1b9-b72d53786a01,1.1.145
Googlen käyttäjä,DualSim on the phone doesn't work at the moment.,4,31-05-2016,63eed88f-964a-4255-90fa-18100ef31e18,1.1.145
Googlen käyttäjä,Easy if you're in a panic and can't/don't know the address locates well. Too bad it hadn't been invented yet when you needed it :). Hopefully you won't have to use it again.,5,29-05-2016,2b88ecb9-3b02-4011-ae60-b071c6144699,1.1.145
Googlen käyttäjä,"Likewise, if the internet connection is not on, it should also automatically turn it on when the application is started. Otherwise this won't help.",2,14-05-2016,67a26fb0-e8c3-4380-bc8b-d81eabcac32c,1.1.145
Googlen käyttäjä,Everyone should download it. Even one saved life makes this important.,1,13-05-2016,fdfcc6af-f622-4646-8ccc-c273a237635e,1.1.145
Googlen käyttäjä,"Good help, especially at the cottage. I'm always afraid that something will happen in the ear and I don't know the address..",5,09-05-2016,02d0c833-2afe-438f-82cf-4ba0ccad6fa2,1.1.145
Googlen käyttäjä,I haven't called...not yet,2,09-05-2016,2cd63583-7c28-44f2-9e61-886a8e33ed2c,1.1.145
Googlen käyttäjä,It doesn't call as soon as I open the application. You have to press CALL first,5,08-05-2016,0da7b5a2-07f7-456a-9701-c20b8990c592,1.1.145
Googlen käyttäjä,"The user interface is like something straight out of 2010, but apparently the application still works and does what it promises (there has been no need to try it yet)",3,08-05-2016,16d32707-d733-45ff-9236-da4281ba5ffb,1.1.145
Googlen käyttäjä,All smartphones should have this.,5,04-05-2016,95401e13-99a6-4e22-b773-f8211580973c,1.1.145
Googlen käyttäjä,"Positioning included, makes it much easier for possible authorities who come to the place.",5,03-05-2016,42da3076-d7e4-46df-a1b3-8e01fd63db19,1.1.145
Googlen käyttäjä,Very good invented this kind of application.,3,03-05-2016,bd1d6af7-950a-430b-944c-3f23643c32e0,1.1.145
Googlen käyttäjä,"Even if I showed the numbers of the nearest hospital, (on-call) veterinarian and crisis help, it would be 5/5.",5,29-04-2016,be298c02-a511-4e79-a1a3-3b2c36bb2826,1.1.145
Googlen käyttäjä,Really good invention.,2,29-04-2016,30dbb28c-8d67-42df-a4c9-b106487583ee,1.1.145
Googlen käyttäjä,I think this works,5,19-04-2016,d10a56ac-dc1e-4048-8b05-01b6c08cf5ae,1.1.145
Googlen käyttäjä,"Great invention and probably works well. Fortunately, I haven't had to try it yet. However, the data was lost when the phone was serviced and wiped and now I'm trying to get it back. ;)",5,18-04-2016,7a302d72-57a9-4568-86f9-87bc3cc71ed8,1.1.145
Googlen käyttäjä,Useful7,5,15-04-2016,25d67ff9-7919-491a-aa7b-d6ad2bd863f0,1.1.145
Googlen käyttäjä,"I called from the neighbors,😊",4,15-04-2016,c4081fbc-ffbe-4753-a86d-66ac288f9a10,1.1.145
Googlen käyttäjä,Just tried it and it worked well. Help arrived quickly.,5,14-04-2016,56d2d308-6d29-4a9b-aa18-82d45c816a4f,1.1.145
Googlen käyttäjä,Safety,5,10-04-2016,926e2c4c-3a31-4a50-b3c5-c92c70534153,1.1.145
Googlen käyttäjä,9/11 would bomb,5,10-04-2016,67821f2f-d002-4ed2-8e42-0aa77bbf237e,1.1.145
Googlen käyttäjä,Doesn't charge,5,05-04-2016,4df46b6a-8333-4823-8cc7-0c5efde96ba3,1.1.145
Googlen käyttäjä,"Really stupid, the coordinate thing doesn't work if the wifi connection isn't on, but otherwise it's good",5,02-04-2016,bcc5c161-6eaf-422d-a323-3abf2e419810,1.1.145
Googlen käyttäjä,That moment when you hit a deer in the dark. You just know that you will drive 3h15min out of the city. You can't accurately say the municipality where you are or the road section. Location detection takes and takes. The emergency is severe. This program will eliminate the problem. It immediately tells the exact location to the person on duty and you get help quickly. Other emergency numbers are a good plus. When a child eats something toxic. Few people remember the poison center number. This application also helps other urgent cases.,5,05-03-2016,e2b375a6-8bed-4ec4-995b-3d11852631c2,1.1.145
Googlen käyttäjä,Necessary,5,04-03-2016,d211719c-c1ac-46b3-9356-2576cadae8ce,1.1.145
Googlen käyttäjä,"For a change, a program that works as it should, thanks for an excellent invention.",5,04-03-2016,7e1e974e-b33f-48b6-bd20-909ec5b82803,1.1.145
Googlen käyttäjä,Good,1,20-02-2016,ce5cfb17-8373-49af-97eb-a0e97b4e4eeb,1.1.145
Googlen käyttäjä,"What happens when you press call 112, does it ring? Asks 'are you sure'",3,17-02-2016,dcb5ce36-f3f9-48ab-9a6a-7933e7cd7efa,1.1.145
Googlen käyttäjä,"Works great and should be in everyone's handset! The application can be opened after downloading, the call will only be made by clicking the ""Call 112"" icon. When the phone's positioning is on, the application fetches the coordinates.",5,16-02-2016,c1e29178-c21a-4b1e-b591-68ce2a8e4cf0,1.1.145
Googlen käyttäjä,The download was successful from a dead end.,4,16-02-2016,d6bd83f4-fbf6-4a9c-bb4f-aa843502919e,1.1.145
Googlen käyttäjä,Good and necessary. It has the important coordinates ready.,5,15-02-2016,6a5bc318-f8ce-453d-a6af-fddbb02b430d,1.1.145
Googlen käyttäjä,"Location immediately if you don't know, e.g. If you're in a car",5,15-02-2016,efc6dfa8-a38a-4f22-a5f9-3c2896628ac8,1.1.145
Googlen käyttäjä,It's good to be on the phone. You never know what will happen. I warmly recommend it to my children too.,4,15-02-2016,cb2cd1a3-e2ed-48c3-a44f-e48b1ad1b3e4,1.1.145
Googlen käyttäjä,"It's worth downloading, it shows the coordinates of where it is, you don't have to, you said it yourself, just press the button and it calls 112",5,15-02-2016,f43d3be5-8eef-4ba8-8736-19c2c74aab9d,1.1.145
Googlen käyttäjä,Positioning takes place outdoors within a radius of 2-5m! This makes it easier for the professional helper to get to the destination! I warmly recommend it to everyone :) + doesn't use up the battery at all!,5,14-02-2016,733734fe-7447-4c66-8170-5ba7652b485c,1.1.145
Googlen käyttäjä,This only opens the phone with the pre-set emergency number? Does it send gps,5,14-02-2016,f71dc2b3-6f5d-4ebe-8334-f3319b930139,1.1.145
Googlen käyttäjä,"There is hardly any harm in this. Normally, positioning is turned off in the settings (doesn't consume battery). It would be good if the program could start positioning itself.",5,13-02-2016,472f5ffa-cbf7-4eac-8d66-2458b1288697,1.1.145
Googlen käyttäjä,"Today I only heard about this application on the 112th day and immediately went to install it. I imagined that the location data would go from smartphones to the emergency center automatically anyway, but apparently that's not the case.",5,13-02-2016,eb05f168-7be5-44c3-912f-b3b0100df87d,1.1.145
Googlen käyttäjä,Hi,5,12-02-2016,8bfd0b6b-2ae2-4eec-990a-2d7350d50b00,1.1.145
Googlen käyttäjä,At least you know you won't get help even if you don't know where you are. It's probably really good in the forest too when it's berry picking time.,5,12-02-2016,c90a0315-9057-4137-9562-c8ef98678488,1.1.145
Googlen käyttäjä,Very good,3,11-02-2016,13989ef0-7b43-4616-972e-151a248ba83b,1.1.145
Googlen käyttäjä,In a real emergency I won't remember any apps.,3,11-02-2016,cb34b96f-1ba8-42ad-8ef5-452ca9a20532,1.1.145
Googlen käyttäjä,Good because you always know where it is :),5,11-02-2016,838537c9-e47d-42f9-b0c1-f5b1c50a5844,1.1.145
Googlen käyttäjä,Good,5,11-02-2016,da072720-fae5-4205-92f4-0ea4d5f54c91,1.1.145
Googlen käyttäjä,"I personally have a 112 button on the lock screen of my phone which is really easy for a child to call, this required opening the phone first and then you should still find an application. So there is room for improvement.",5,11-02-2016,56f869f1-1f4d-45b9-b5ef-bcb774877e6f,1.1.145
Googlen käyttäjä,I removed it because I use the battery too much.,5,07-02-2016,71b2855c-2971-4b45-852a-6a9574a5085d,1.1.145
Googlen käyttäjä,Saves my life.,1,01-02-2016,96eb5124-2ec9-4815-b8dc-b9109fd5525f,1.1.145
Googlen käyttäjä,This has already been expected,4,31-01-2016,dc389aec-fce0-435d-89fa-4889d5395d7e,1.1.145
Googlen käyttäjä,"I installed my parents' iPhone, I don't need it myself as I don't expect to have a seizure. Digia's other programs seem pointless. Stupid Assumption that English speakers would not want to use 24 hour time, one has to use in Finnish for that feature. How much tax euros did it cost and would open source have been cheaper? Now does the government have to buy further development from Digi?",5,30-01-2016,8c25179a-9e7f-460e-9f89-1b6094b35177,1.1.145
Googlen käyttäjä,"I haven't had to test it yet, fortunately, but it seems useful.",2,29-01-2016,26960b3e-fe19-497b-bb88-fe13fd204942,1.1.145
Googlen käyttäjä,Life saver,2,24-01-2016,e2ec6909-592e-484d-bc0d-6b3e38b4ccc3,1.1.145
Googlen käyttäjä,Good but takes a lot of battery.,5,22-01-2016,9c511726-8866-4611-aed4-8cbe219534e4,1.1.145
Googlen käyttäjä,Functional and important!,5,20-01-2016,e7d64c42-d976-4035-940f-9303db2f80d0,1.1.145
Googlen käyttäjä,Tapeen,4,19-01-2016,c6b27a34-1eb9-481b-8c8e-53cb8e4531d9,1.1.145
Googlen käyttäjä,Guud,4,18-01-2016,4fb33bdc-9995-4760-b240-b2bb65e8e45a,1.1.145
Googlen käyttäjä,I LOVE 112,5,16-01-2016,99618c9e-e4e8-4020-ab0d-4f11269690be,1.1.145
Googlen käyttäjä,Great,3,15-01-2016,a9b59000-91a8-482e-9292-f2a183cfa689,1.1.145
Googlen käyttäjä,It would have been useful sometime. ,5,14-01-2016,4b422a4c-52b6-42a6-91d2-e53918b773c9,1.1.145
Googlen käyttäjä,Safety if something happens. An excellent backup if you are unable to call or don't know where you are.,4,11-01-2016,439924b2-2cd2-4a49-a485-5cb12cc05a7b,1.1.145
Googlen käyttäjä,Jj,5,01-01-2016,8cd861ce-a886-4f7e-bceb-ad55a40bbcac,1.1.145
Googlen käyttäjä,"Calling could have been simpler. For some reason, the call started quite slowly and I didn't know when the application was actually calling. Also, the 911 couldn't see my location. Good idea though!",5,21-12-2015,236193c8-7cd3-4c46-b9a8-535d1d962598,1.1.145
Googlen käyttäjä,But exiting the application with the home key leaves it running in the background and constantly searches for the location. It eats up the battery quite efficiently. E: Fixed in update 5/5,5,10-12-2015,7926a954-3693-4a0e-ab1d-40d9711438d6,1.1.145
Googlen käyttäjä,It will certainly make it easier to get help if you ever find yourself in such a situation.,4,08-12-2015,4a5df7d5-c8ea-4f4d-a0ea-bc35e42a2bf7,1.1.145
Googlen käyttäjä,Must applari for all calls.,5,07-12-2015,75f608a4-0802-47cc-b127-ddf8b34f676f,1.1.145
Googlen käyttäjä,"★ With this handy application, you can call the emergency number in an instant! ★",5,15-11-2015,486b6235-d319-47ac-8b36-91ef6f078a17,1.1.145
Googlen käyttäjä,Very useful,4,10-11-2015,ed1be226-8de4-4d5e-b279-1401a08ad511,1.1.145
Googlen käyttäjä,This is exactly the technology that is increasingly needed for life and technology application.,5,07-11-2015,cfd6d0b9-90ce-487a-83ed-0572b5108f56,1.1.145
Googlen käyttäjä,Handy in an emergency if you don't know where you are,5,05-11-2015,a4a3d36b-8c03-4451-9306-92360142058a,1.1.145
Googlen käyttäjä,I called the emergency center through the application and still the operator asked for location information. Is it the case that this doesn't work in all centers yet?,5,29-10-2015,7d7529c8-2f2b-4a2f-9442-aa543071f060,1.1.145
Googlen käyttäjä,"Very good, but I had a similar problem on my android phone that when I have to exit the application, it turns off the phone.",5,15-09-2015,73ac182a-cf0a-451b-b1a8-058e4a76539d,1.1.145
Googlen käyttäjä,Someone will take advantage of this if it becomes more common.,5,27-08-2015,65002995-6bff-4b22-a796-c03b161a70b9,1.1.145
Googlen käyttäjä,For everyone's phone,5,24-08-2015,a43a5db7-00c6-4aaa-a741-a944db2a3cf5,1.1.145
Googlen käyttäjä,Everyone should have it,5,22-08-2015,fea8712e-1a06-4ec5-97ab-b6f132c00d4e,1.1.145
Googlen käyttäjä,It really helps a lot when a person panics in an emergency and can't tell where he is or is in a panic.,4,21-08-2015,40ebab00-3ac9-4631-a2d3-accdfc62c28d,1.1.145
Googlen käyttäjä,"The usefulness of the program cannot be denied, but how can such a simple program be over 11 MB in size?!? It has more than ten million * 8 chances to fail and badly, as evidenced by the fact that the program does not save my phone number. The use of a map plugin would also be recommended so that the user would have the opportunity to check the accuracy of the location when necessary.",5,10-08-2015,78fe5084-e351-42d4-80c6-0e91823bb1fd,1.1.145
Googlen käyttäjä,Makes it easier especially when you travel a lot in Finland,4,10-08-2015,933f1823-f182-4950-ae2b-305132df176a,1.1.145
Googlen käyttäjä,"When you open it, you have to enter your phone number. It doesn't play by itself. You have to press the same button that says CALL 112",5,06-08-2015,4b40640f-48f1-49a0-bb0a-87094c136395,1.1.145
Googlen käyttäjä,"These things are in almost all map applications. I thought there was some map base. The map add-on to the browser program makes things faster. Well, a poisoning center, a telephone for young people, etc. Pluses. Works faster if ""enhanced"" positioning is on. I always have it when moving in the countryside. Takes a battery of course...",5,04-08-2015,9c2735e5-3aea-4ac4-8841-048d0541a32f,1.1.145
Googlen käyttäjä,Fresh news where the lost was found. Deviation 5m,5,04-08-2015,1e4b6716-32c4-4409-88aa-b6c9bfde0b98,1.1.145
Googlen käyttäjä,Excellent.,1,04-08-2015,7b98eb05-02f5-479a-951c-8e2c5bb91e63,1.1.145
Googlen käyttäjä,"A very easy to use application that will surely help save lives many times over. Also, for your information, the application does not call the emergency number as soon as you open the application. Yes, you can clearly notice when your phone rings and when it doesn't. :)",5,02-08-2015,981ebcb3-15a5-48fa-a66c-60c3d2d1678a,1.1.145
Googlen käyttäjä,"Everyone who moves in the forests and hilly areas needs an application, especially if they are alone.",5,01-08-2015,b463cc1b-303d-4ace-ac2a-fbe7a95a2a5c,1.1.145
